,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,continent,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
10,10,36.0,7.0,"kandahar, afghanistan",pashto3,pashto,female,963,afghanistan,False,asia,0.4065682,0.10586435,2097.590827663576,1319542.2215689777,1710.4927014158168,246902.00102965417,3922.74853246936,3061261.100586905,0.1372263280077539,0.0141769741078791,1.6667762e-08,0.0010726087,[112.34714674],-348.43936,9004.342,105.50381,2242.7817,-29.471966,1485.3746,28.510323,630.96375,-15.037459,494.87314,9.350804,610.6036,-7.027971,430.88126,-5.3180146,407.28326,-6.4440856,199.1549,-7.333568,146.1421,-2.212574,100.430984,-4.911997,86.368286,-4.8955307,123.14618,1.1412565,78.69516,-0.52566993,109.55156,-17.833652,140.50964,-6.8404865,70.259125,-7.5185375,57.862385,-3.7686005,61.330055,-0.08728549,36.154453
11,11,52.0,22.0,"kandahar, afghanistan",pashto5,pashto,female,1355,afghanistan,False,asia,0.3896516,0.1055549,1791.916381921449,1136757.854548433,1744.0400373141565,210582.3039190441,3459.7476256701784,3426092.569498337,0.0999437319567336,0.010321923029227,6.32294e-08,0.0037451938,[135.99917763],-300.257,4671.564,108.68188,1300.8386,-7.1451664,445.64127,24.453102,543.95416,-6.5313635,309.0661,9.813852,190.95595,-26.731731,352.68417,-5.5972304,132.6703,-10.624747,149.16505,-10.275045,142.59064,-5.7012725,107.97059,-16.264135,76.26036,-8.4169445,91.89632,-8.841062,56.77299,-3.2083428,65.39362,-12.173267,97.057144,-5.068571,60.278446,-3.6146448,49.618298,-4.948862,54.247093,-2.8201962,37.045605
12,12,59.0,17.0,"kandahar, afghanistan",pashto6,pashto,male,1356,afghanistan,False,asia,0.39577594,0.09748297,2187.548591388368,1391522.732587255,1761.1720677319522,178319.16276595488,4008.9366689921208,3167487.114664285,0.1580742418335522,0.0162278214006625,-8.2845396e-08,0.0007530754,[103.359375],-329.6298,8687.322,95.40344,2461.9712,-20.577232,753.34094,27.590914,703.0202,-11.451881,524.2953,8.586138,312.81525,-26.874199,439.95786,-0.16016851,197.86118,-9.207622,175.1321,-15.553479,228.26811,-8.478887,117.44675,-15.146945,149.35257,5.350564,78.55761,-6.5831547,92.09059,0.37644255,68.62602,-4.725301,68.81863,-8.264195,99.68721,0.8016499,61.10065,-6.2163825,62.641712,-11.758918,84.32034
13,13,42.0,20.0,"kabul, afghanistan",pashto7,pashto,female,1357,afghanistan,False,asia,0.31664798,0.102435544,1769.7790608456344,1085634.9969008255,1669.369432202377,270983.09420056286,3424.618252840909,3628415.663055152,0.102104682426948,0.0085029592902488,3.3637613e-07,0.0030576165,[112.34714674],-297.18356,3920.1094,114.44196,1848.7953,-10.030402,538.18085,35.505104,1005.40375,-14.516248,367.4132,1.921797,410.06946,-27.256334,333.4152,-8.596175,234.79022,-5.4071913,147.76198,-13.624626,151.21013,-5.831315,95.42152,-3.5939145,72.21411,-8.493757,105.38611,-9.813618,70.910576,-5.9119754,90.3774,-12.263764,55.52112,4.574718,68.44103,-9.09219,64.81968,-1.0138502,33.235836,-1.9922477,33.3505
14,14,39.0,17.0,"paktia, afghanistan",pashto8,pashto,male,1714,afghanistan,False,asia,0.35334545,0.098250404,1654.4469768985846,646776.3750971282,1420.0538426135854,199008.453485437,3154.4536954031173,1822657.135285844,0.1014896825807787,0.0070692335673545,-8.5950035e-08,0.00089237466,[143.5546875],-309.90787,8084.696,127.68733,2273.5972,-41.16038,1733.764,24.57147,551.7809,6.655011,539.2786,-13.129608,828.7974,-11.144004,233.32101,-12.498132,168.07687,-23.822157,321.73203,-5.119727,100.05217,-5.014084,136.38635,-7.8519216,113.57012,-1.1135846,78.17634,-8.12525,78.93176,-2.1887448,79.666115,-8.2385235,64.77651,-6.559877,50.16636,-8.753988,64.05347,-7.314605,41.481518,-6.7205,42.397884
15,15,56.0,18.0,"kabul, afghanistan",pashto9,pashto,male,1820,afghanistan,False,asia,0.35132006,0.10425952,2383.939994964287,2376115.345624765,1866.644145341059,352000.4568231452,4192.36309211886,4918013.399320994,0.1561501295317666,0.0226734783085739,-3.6969534e-05,0.0068178605,[117.45383523],-288.8612,16440.947,70.82144,4270.819,-15.626074,1609.4414,31.900139,1023.4573,7.1149216,348.30768,-19.123896,567.5974,-20.98715,341.07782,-9.750347,191.3918,-14.904353,215.60931,-6.0882654,125.45471,-12.724843,123.024826,1.3647691,103.64882,-11.329691,119.19418,-11.117027,119.18609,-4.9021535,68.23674,-5.504682,69.827484,-4.664301,68.86679,5.2233224,87.56281,-6.573085,77.38898,-4.0970254,55.242878
16,16,35.0,28.0,"kabul, afghanistan",uzbek2,uzbek,female,394,afghanistan,False,asia,0.4107043,0.098868795,2415.6264553698397,2064268.8766610285,2269.8737306421795,398153.3485869768,4557.493008839174,5563696.654872424,0.1400157178895494,0.0184902798498876,6.0501934e-06,0.00047409628,[123.046875],-294.66696,6816.5195,100.86341,2422.1348,-6.8978963,918.5063,20.599949,528.1451,3.450166,257.7203,-1.4227773,277.16058,0.03582802,111.0229,2.2489696,66.11826,-3.251113,110.08413,0.16602731,84.915855,-9.641633,68.350395,2.7017395,58.570225,-7.456755,73.41352,0.8722315,51.34838,-3.746966,56.727253,-0.97205544,77.18983,-0.8747391,38.50279,3.7529602,37.710815,-9.915579,51.482983,1.1442454,37.54511
17,17,33.0,15.0,"tirana, albania",albanian2,albanian,male,5,albania,False,africa,0.45287016,0.08608836,2301.545488393819,1486740.228122946,2158.164890445428,202652.9086516337,4325.326793819832,3822736.0834902297,0.1272968313547486,0.01091330392776,1.8172332e-06,0.0002430759,[112.34714674],-297.05566,7807.789,105.2618,2626.0708,-7.823615,714.39465,28.310152,468.22482,-2.9570546,238.85739,-1.4721597,386.84406,1.5390393,119.02668,2.5947273,97.14893,-3.0212197,82.51293,-3.4431703,74.85849,-12.275761,99.84111,5.163604,59.046158,-5.8705516,35.198635,-0.9641846,54.850437,-4.6412807,34.29453,4.0241,48.98893,-9.118002,48.107468,1.0690466,30.80396,-3.484078,34.528313,9.071844,38.186447
18,18,44.0,35.0,"tirana, albania",albanian3,albanian,male,458,albania,False,africa,0.36283964,0.09277967,1631.752368867088,1285944.4863108257,1606.4135672723892,321796.22318169195,3171.652314157197,3967537.009996269,0.0725971739969135,0.0040826086236788,1.3440834e-06,0.00018334818,[143.5546875],-344.46884,5875.0483,127.84247,2819.0247,1.8164033,303.13934,43.165905,877.99634,3.7629104,510.37564,6.862195,324.86142,-27.858099,312.25357,-7.217196,92.13409,1.2820871,82.41279,-9.383098,80.96117,-9.862045,95.36296,-0.7252818,67.765854,-5.1301,54.616688,-16.58742,96.962456,7.9155927,100.41394,-6.8181133,57.26786,-4.656278,55.183895,0.101672016,63.443306,-10.167515,64.57665,-8.08992,51.70087
19,19,31.0,11.0,"vlore, albania",albanian5,albanian,male,946,albania,False,africa,0.39580342,0.09832491,2022.1680845658743,1837389.1977624125,1629.0783861905936,254995.60109160104,3696.987538439162,3908595.360537612,0.1237315076462765,0.0118599612651339,7.27857e-07,0.0007072962,[123.046875],-286.4105,6981.462,114.88606,3147.3574,-17.069073,646.4314,68.093544,1089.4832,0.6933577,709.1263,14.090741,605.85944,-22.652822,310.25604,-11.154219,214.50894,-2.096962,118.76434,-4.433397,155.00764,-2.5782614,149.82909,3.6498642,89.19273,-5.9587774,67.44936,-13.062377,89.2274,2.4469247,124.76064,-9.873764,122.42377,1.2316298,90.893234,-3.875558,68.46854,-1.8603846,51.8975,-6.5348783,63.44283
20,20,22.0,6.0,"tirana, albania",albanian9,albanian,female,1706,albania,False,africa,0.3544468,0.10647083,1935.3924808572676,1145763.7010484391,1659.7732026229116,239819.7408695122,3678.400530133928,3016219.833189127,0.1307184425109329,0.0114746764002708,7.6753344e-07,0.0016766046,[117.45383523],-333.56137,7421.133,99.767166,2069.125,-9.336137,784.89594,29.757923,983.4987,-12.272976,420.18234,-3.5594587,464.6179,-14.331965,333.22952,-7.1085186,232.84969,-10.193056,180.33221,-12.4533825,119.26568,-6.275981,73.52604,-9.157228,98.11763,-7.4465203,147.25865,-2.7478223,100.25458,0.014240439,59.96097,-8.961576,67.5901,0.7246197,87.341835,-8.989198,57.22449,-3.9603784,49.28295,-0.8669124,34.893417
21,21,23.0,6.0,"vlore, albania",greek13,greek,female,1804,albania,False,europe,0.3370956,0.102566406,2485.7882552698934,2045162.6965402835,2023.2542378043167,277042.1535213532,4422.194326933151,4946135.192645583,0.1559958318053227,0.0173183738029925,-3.2294324e-07,0.00093181065,[123.046875],-289.38943,6395.4287,82.878944,3521.3357,-19.302464,942.41406,14.523419,855.69135,-27.68513,356.3973,-15.827024,355.47522,-31.55377,232.02489,-6.504706,130.39557,-12.633841,167.76166,-12.472305,155.51183,-11.988018,91.25552,-9.022484,65.63412,-18.031944,70.68783,-4.824191,56.05373,-17.967018,75.980675,-6.266301,41.645348,-9.884109,38.109356,-2.2431085,40.976974,-12.904449,51.617718,-7.386925,42.704384
22,22,43.0,12.0,"ain defla, algeria",arabic56,arabic,male,1677,algeria,False,africa,0.36160746,0.10529165,1777.5359512144526,2405926.223244742,1968.1330747498416,421545.9936377339,3191.7034089043345,7350256.818950677,0.0976015214535901,0.0148546995618172,1.3827408e-06,0.005558261,[129.19921875],-297.7013,5946.244,105.4366,3384.7544,36.949993,685.77045,35.794918,772.1282,15.614495,476.76862,8.817409,264.9782,-17.55584,292.46695,5.631796,166.47264,-13.63803,138.19652,-5.201624,193.21092,-10.254589,156.88846,-0.76130056,87.91273,-10.259799,102.42468,2.2935998,98.20571,-4.7606406,52.376923,-2.9792976,52.99123,-12.2374735,81.68843,-1.7198535,61.896194,-5.8004503,46.40188,-5.830374,34.587536
23,23,47.0,13.0,"mostaganem, algeria",french24,french,male,832,algeria,False,africa,0.48920822,0.104866296,3155.4177724871247,1888957.3226197069,2746.828579237338,142337.54591151155,6418.690574201233,2676422.131652739,0.1349009424047085,0.0166946508139914,-6.162872e-05,0.0013619249,[123.046875],-233.5039,8079.566,49.920036,2503.5068,6.5114965,540.0765,22.49958,364.51883,4.397095,307.5891,13.534018,197.46902,-7.433242,230.04066,20.102957,110.75115,-4.643113,152.5702,8.437799,90.42579,2.8455975,104.3257,4.716515,83.941154,0.13495277,64.56534,10.320834,67.597824,-2.9077744,64.68919,9.517865,48.164944,-8.043919,114.4031,12.192988,39.397266,-0.931256,41.876633,4.606883,36.66669
24,24,38.0,12.0,"algiers, algeria",french27,french,female,932,algeria,False,africa,0.39590332,0.09716698,1791.3853623218563,1816728.8646246584,1665.0741824979991,340573.87768621667,3407.991635331484,4328570.243057361,0.1153648875584112,0.0171780041567945,-3.418969e-07,0.0013718477,[107.66601562],-294.08115,3312.996,122.91291,2354.6104,12.08507,480.33972,44.457417,689.62384,-17.967545,432.72156,-0.99742717,562.8645,-6.5221205,266.77927,7.5993934,255.94696,-14.1674385,151.33371,-8.520424,125.04791,-8.744861,55.82506,-5.6905885,50.791515,-0.8763263,110.27607,-9.566052,59.659073,2.0380847,60.8792,-10.212494,48.579597,1.0286942,47.792507,-5.09407,36.391697,-8.258671,38.104916,-5.0717835,30.137152
25,25,26.0,12.0,"algiers, algeria",kabyle1,kabyle,female,1190,algeria,False,africa,0.33337674,0.10520019,2222.1094681922064,1778914.3245680898,2135.104321068944,416090.8409406269,4284.977342116345,5572991.151236464,0.1141030690927044,0.0131060086511227,-7.684657e-05,0.0024010884,[135.99917763],-266.76904,6395.1934,96.04118,2589.657,-4.653495,1011.9426,19.152248,784.3277,-8.671805,538.72186,8.088559,266.3039,-10.669446,189.3222,-2.3184073,191.14725,2.3640826,144.66913,-0.3873787,109.33472,-9.848912,77.22859,1.3984898,110.376686,-2.242931,86.57494,0.11395471,92.775154,-3.2795007,76.43432,3.4966729,67.835884,-2.0148244,52.130135,-3.9463172,92.47801,-2.4109213,89.75246,3.812205,81.344666
26,26,24.0,12.0,"la massana, andorra",french41,french,male,1474,andorra,False,europe,0.39099726,0.09982657,1737.4042547493284,1611290.121962581,1330.9744771965084,382835.5130426336,3044.919200668065,3996857.757019921,0.1205209253533568,0.0122314964075681,1.3230923e-06,0.008214183,[123.046875],-284.8172,15015.675,129.0761,5753.049,-31.927593,1779.6594,40.768982,2315.1267,1.6538868,926.61633,1.4180553,492.60864,19.851511,380.45398,-17.39348,326.59088,4.079041,375.9313,-5.875865,134.71965,-24.076181,299.51,-3.469759,139.4783,-6.965348,113.15036,-1.1140101,165.90533,0.6076143,67.88294,-7.514321,90.651375,1.1147914,93.80164,-0.4300495,48.500633,-6.1022124,64.61871,-9.315558,54.055973
27,27,56.0,28.0,"kimulaza, uige, angola",kikongo2,kikongo,male,1031,angola,False,africa,0.46702757,0.0888348,1963.5512166899337,930390.4755629018,1757.6030908964344,236751.6102884334,3898.890621764819,2758011.8770342884,0.1237579215718173,0.0088578667621123,-1.0909172e-06,0.0002671002,[135.99917763],-342.333,7358.9087,104.00053,2556.3857,-5.356836,662.59406,43.61873,786.22375,-4.4595594,460.4621,2.2615995,386.42896,-16.666857,244.05046,-12.934681,214.25684,-5.241693,107.37256,-4.264562,108.04589,-0.36132544,93.99708,1.620913,65.560684,1.612969,71.98243,-6.1840644,67.26708,-4.100113,63.340992,-3.4272354,41.61924,2.1606457,47.460526,-6.730666,58.774094,0.26675603,42.603073,1.0501326,27.560865
28,28,43.0,17.0,"luanda, angola",portuguese22,portuguese,female,933,angola,False,africa,0.35269055,0.10592967,1533.5969453603827,858140.0763334632,1519.1618736525825,279840.39515008294,2971.8582626743364,3060431.371166659,0.0884293075962112,0.0074456689953237,1.4533706e-08,0.0017846182,[129.19921875],-334.2016,5345.8047,107.895355,1593.5967,1.7225661,1127.4539,28.305145,890.49554,-5.2266483,514.14496,-14.311046,509.42133,-15.992499,294.58228,-12.578698,277.07962,-13.166432,132.28061,-12.220838,150.35414,-9.122418,104.15962,-6.362236,97.09759,-12.210378,120.02705,-5.3346276,63.68092,0.17119,54.364304,-13.188548,78.925476,-3.49347,46.0658,-6.422419,41.66917,-8.877573,60.029114,-1.1240325,36.42153
29,29,20.0,15.0,"cabinda, angola",portuguese4,portuguese,male,285,angola,False,africa,0.41318634,0.10362098,2113.770419990692,2059378.0194962097,2312.017381301492,380233.5611883065,4182.879452462924,6821335.81781149,0.0976254634533898,0.0141856990646542,-1.5704496e-06,0.0025629322,[135.99917763],-302.26443,10110.606,102.09358,2664.1738,16.856241,727.65735,27.789246,481.32693,26.461422,444.1548,0.16674416,303.04312,-9.765482,315.6809,9.603783,151.85886,-13.509479,284.05066,-7.50498,156.23909,-2.7095876,116.708336,2.993937,74.117,-4.614023,88.06431,12.113282,98.48459,-7.5617657,113.51895,5.527951,43.2798,0.3611907,44.97213,-1.3170938,72.075134,-1.5452794,40.30158,1.131206,41.26491
30,30,24.0,21.0,"luanda, angola",portuguese42,portuguese,male,1883,angola,False,africa,0.3810523,0.10917095,2033.0729702519327,2280429.3064929005,2110.596150092322,370101.4199418672,3882.27551099014,6332650.0366354985,0.1082299263044371,0.0150604943620659,-3.378922e-05,0.0008553245,[123.046875],-354.5291,6126.4766,98.08272,3373.3672,32.54514,521.43994,36.605675,381.66776,-4.705044,509.36868,3.0586371,359.46924,-3.9761348,261.47174,-2.2137716,150.67078,-17.918072,282.71988,3.2108214,193.18571,-9.240209,155.18025,6.14542,128.18964,-9.93815,98.98844,-6.6489067,79.749016,-10.021327,90.55947,0.93596196,53.7742,0.9830286,52.163452,-4.5639057,62.59736,1.0729032,48.07989,-3.8505394,79.2926
31,31,31.0,13.0,"lubango, angola",portuguese5,portuguese,male,286,angola,False,africa,0.39313275,0.09611208,2586.110785305644,1793377.204465153,2080.4846787959827,240241.1131154684,4631.059833518702,4084963.110124609,0.1634979564400484,0.0156245199831819,-1.0610232e-05,0.0002849238,[92.28515625],-307.71716,8680.355,81.492,3693.1282,-16.584005,1046.2322,38.29385,703.922,-2.0489779,440.45218,1.6685317,588.2066,-5.4129643,220.87422,-20.423609,365.71582,-7.71058,160.47218,-5.2999783,96.34152,-7.8351855,162.76352,1.8685427,97.70156,0.5884642,63.114277,-0.35756814,86.04566,-7.2563863,49.28177,-5.42919,40.75181,-8.303188,46.2389,4.1366024,55.421787,2.488236,39.008133,0.32830396,35.996216
32,32,28.0,0.0,"saint johns, antigua and barbuda",english209,english,female,702,antigua and barbuda,False,North America,0.3446862,0.09666735,1798.766724656921,1194405.4650328197,1568.1011480198242,245120.24268175583,3345.2281749636627,3106428.22142117,0.1154274164244186,0.0112030315347592,-1.6442712e-08,0.001696113,[143.5546875],-282.27628,3436.8936,129.56091,2317.517,-21.707304,741.87805,44.722694,1093.0206,-21.79542,440.55966,5.175089,537.3698,-16.7731,297.371,-2.1672974,153.16255,-11.186709,153.73782,-8.4412985,140.00099,-8.829476,88.58395,-11.821412,74.49809,-2.5294187,83.239914,-10.214484,64.052734,1.4043915,70.45699,-12.015578,70.59414,-1.7239075,67.346275,-5.9801545,48.537567,-5.242134,46.28083,-3.577046,49.646793
33,33,44.0,25.0,"buenos aires, argentina",spanish16,spanish,male,330,argentina,False,South America,0.430082,0.10021767,2373.7943128211364,2418959.161160384,2229.605994701681,440359.08362878143,4548.82754068841,7674812.374693329,0.1353148778941207,0.0173738231062538,-4.7209783e-06,0.0010053933,[107.66601562],-281.58832,6871.2075,99.23881,3982.3506,9.176032,626.1878,31.560595,543.7516,12.463647,463.71988,-2.7826526,390.10452,-9.109641,186.23079,2.7242775,118.13383,-12.939178,147.76645,-1.0929769,136.22853,-10.9702835,135.03561,5.4653997,62.73423,-7.916792,58.807526,0.28830045,64.55267,-3.7893374,53.062466,4.0835404,44.559177,-6.3698306,44.076565,0.14880683,54.339443,-4.794189,36.773087,4.7598634,34.735
